부스명,대표자,위치,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,링크,행사명,개최일
이로판은 제가 접수하겠습니다(ft.앙버터냥),윈터버드,J15,2sp,이로판은 제가 접수하겠습니다,베리베리뱁(앙버터냥),,,,,,,https://dongne.co/event/df2204/circles/146837,제 18회 디페스타,day1
이번 역은 '회귀'역입니다.,"여화, 해무",L17,2sp,"광마회귀, 화산귀환","월한강천록, 파이널판타지14, etc",,"이자하, 청명, 유소월, 아모롵",왼X이자하,"섹슈얼,로맨틱","자하른, 청명른, etc","소설,기타",https://dongne.co/event/df2204/circles/147359,제 18회 디페스타,day1
인간의 빛나는 선동과 날조로!,물,H17b,1sp,,,,,,,,,https://dongne.co/event/df2204/circles/147736,제 18회 디페스타,day1
자하,루각,M10a,1sp,화산귀환,,,청명,당보X청명,"로맨틱,섹슈얼",,소설,https://dongne.co/event/df2204/circles/147489,제 18회 디페스타,day1
잘키운동생하나열남편안부럽다,독유,L23,2sp,내가 키운 S급들,"외의 현판소들, 데못죽","Home, sweet home",한유진,한유현X한유진,"로맨틱,섹슈얼",중혁독자,"일러스트,소설,기타",https://dongne.co/event/df2204/circles/145860,제 18회 디페스타,day1
잡식성과식증후군,오티엘라,M20b,1sp,데뷔 못하면 죽는 병 걸림,로드오브히어로즈,,"박문대, 청려, 바네사 테레즈 알드 룬, 조슈아 레비턴스, 카르티스, 요한 발켄슈트",문대X청려,로맨틱,"바네조슈, 황제요한 ",소설,https://dongne.co/event/df2204/circles/145118,제 18회 디페스타,day1
장르통합실패,종달새,M8b,1sp,화산귀환,"데뷔 못하면 죽는 병 걸림, 전지적 독자 시점, 내가 키운 s급들",,,,,,공예,https://dongne.co/event/df2204/circles/146652,제 18회 디페스타,day1
저녁의 목소리,돌,H2,2sp,1차 창작,로드 오브 히어로즈,,,,로맨틱,,"만화,일러스트",https://dongne.co/event/df2204/circles/144351,제 18회 디페스타,day1
전방에 배드엔딩 주의,파랑,H17a,1sp,A3!,"오토기노우타, 프로젝트세카이, 아르고나비스(입실론파이)",,,츠카사X루이,해당없음,"이타사쿠, 봄조","소설,기타",https://dongne.co/event/df2204/circles/145269,제 18회 디페스타,day1
조류둥지,두루미,K24,2sp,"포켓몬스터 소드실드, 화산귀환",,,"금랑, 청명",,"섹슈얼,로맨틱",,소설,https://dongne.co/event/df2204/circles/146054,제 18회 디페스타,day1
조류출몰지역 어게인,JUAN,K18,2sp,죠죠의 기묘한 모험,스타트렉,,,,,,"만화,일러스트,소설,기타",https://dongne.co/event/df2204/circles/147394,제 18회 디페스타,day1
죠죠의 기묘한 마라탕 (다있음),덩이,K16,2sp,죠죠의 기묘한 모험,할로우나이트 극소량,,1부~6부 올캐릭,시져 체펠리X죠셉 죠스타,해당없음,"접목조, 시죠세시, 폴압폴, 프펫푸","소설,일러스트,기타",https://dongne.co/event/df2204/circles/145640,제 18회 디페스타,day1
중독이지만 도핑은 하지 않았습니다,Dalo,L11b,1sp,전지적 독자 시점,,,김독자 유중혁 ,유중혁X김독자,로맨틱,,,https://dongne.co/event/df2204/circles/145571,제 18회 디페스타,day1
중독행복안심증진위원회,mikanpuding,L7b,1sp,전지적 독자 시점,,,"유중혁, 김독자",,섹슈얼,,소설,https://dongne.co/event/df2204/circles/145948,제 18회 디페스타,day1
중혁아 가보자고 ,COX,L8,2sp,전지적독자시점,,,,유중혁X김독자,"섹슈얼,로맨틱",,,https://dongne.co/event/df2204/circles/146405,제 18회 디페스타,day1
즐거운 지옥 #가보자고 ,"제로, 김말국",H14,2sp,주술회전,,갑작스럽지만 여러분은 이타른에 대해 아십니까?,"고죠 사토루, 이타도리 유우지",고죠 사토루 X이타도리 유우지,"로맨틱,섹슈얼",,"만화,소설,일러스트",https://dongne.co/event/df2204/circles/146688,제 18회 디페스타,day1
지방디비죤부흥위원회,아무개,I2,2sp,히프노시스 마이크,,,,,,,,https://dongne.co/event/df2204/circles/147000,제 18회 디페스타,day1
채비별_냐벤더,챠비별,G12,2sp,,,,,,,,만화,https://dongne.co/event/df2204/circles/146992,제 18회 디페스타,day1
청백 올리고 백청 내려 백청 올리고 청백 내려,"물뭉, 홍단",M18,2sp,화산귀환,"의원, 다시살다 (의다살)",,"청명, 백천",리버X시블,"로맨틱,섹슈얼",청명백천청명,"일러스트,소설,만화",https://dongne.co/event/df2204/circles/147715,제 18회 디페스타,day1
청설모와 두꺼비 삼천갑자 동박삭,두꺼비와 청설모,I18b,1sp,"파라라이, 파라독스 라이브, paradox live",파라라이,『하든가 죽든가 ~DO or DIE~』,,,,,"기타,일러스트",https://dongne.co/event/df2204/circles/146838,제 18회 디페스타,day1
청정봉 유기농 죽순,죽순,M6a,1sp,인사반파자구계통,,,"낙빙하, 심청추",낙빙하X심청추,"로맨틱,섹슈얼",,만화,https://dongne.co/event/df2204/circles/148642,제 18회 디페스타,day1
치트가 행복하다면 ok입니다 진짜로,가리비,J2a,1sp,전자오락수호대,,,"치트, 패치",치트X패치,섹슈얼,,만화,https://dongne.co/event/df2204/circles/146162,제 18회 디페스타,day1
치트패치가 보고 싶어 신청한 부스2,이실,J2b,1sp,전자오락수호대,,,"치트, 패치, 매뉴얼, 컨티뉴",,섹슈얼,컨티뉴얼,소설,https://dongne.co/event/df2204/circles/147044,제 18회 디페스타,day1
코드크러쉬,1000,L6,2sp,죠죠의 기묘한 모험,전독시,,죠셉죠스타 ,,해당없음,중독,,https://dongne.co/event/df2204/circles/147628,제 18회 디페스타,day1
쿠키 타임,리모네,J21b,1sp,쿠키런 킹덤,,,"마들렌, 에스프레소",마들렌X에스프레소,"로맨틱,섹슈얼",,,https://dongne.co/event/df2204/circles/146555,제 18회 디페스타,day1
쿠키맞고요.푸드아닙니다.,쿵,J21a,1sp,쿠키런킹덤,,,"마들렌맛쿠키, 에스프레소맛쿠키",마들렌맛쿠키X에스프레소맛쿠키,"해당없음,로맨틱",,"일러스트,기타",https://dongne.co/event/df2204/circles/145970,제 18회 디페스타,day1
쿠키왕국 만두집,껌딱지,J19b,1sp,쿠키런 킹덤,,,,,,,,https://dongne.co/event/df2204/circles/147951,제 18회 디페스타,day1
크리스 아뜰리에,Cris,G2b,1sp,가죽공예 구경하러 오세요!,,,,,해당없음,,공예,https://dongne.co/event/df2204/circles/147289,제 18회 디페스타,day1
크림무스 creammousse,크림무스,G23b,1sp,,,,,,,,일러스트,https://dongne.co/event/df2204/circles/145760,제 18회 디페스타,day1
키타상이 킷타,고야,J18a,1sp,하이큐,MIU 404,,키타 신스케,미야 아츠무X키타 신스케,"로맨틱,섹슈얼",이부시마,"소설,일러스트",https://dongne.co/event/df2204/circles/146748,제 18회 디페스타,day1
테스타사진관,이은,M22b,1sp,데뷔 못 하면 죽는 병 걸림,,,,,해당없음,,일러스트,https://dongne.co/event/df2204/circles/147300,제 18회 디페스타,day1
토끼나라,Nia,I9,2sp,쿠로코의 농구,,,쿠로코테츠야,아카시세이쥬로X쿠로코테츠야,,,소설,https://dongne.co/event/df2204/circles/146367,제 18회 디페스타,day1
퇴사성공시 책내는 특덕,m,K2b,1sp,,,,,,,,,https://dongne.co/event/df2204/circles/146767,제 18회 디페스타,day1
파도 수납장,밀물,I18a,1sp,파라독스 라이브,,『하든가 죽든가 ~DO or DIE~』,,,,,소설,https://dongne.co/event/df2204/circles/148467,제 18회 디페스타,day1
파란 토끼의 집,파란세운,I22b,1sp,앙상블 스타즈,,,"스오우 츠카사, 츠키나가 레오",,섹슈얼,,만화,https://dongne.co/event/df2204/circles/146422,제 18회 디페스타,day1
판타지후죠라이프,쾌지나,L24b,1sp,내가키우는s급들,,"Home, sweet home",한유진,한유현X한유진,섹슈얼,,,https://dongne.co/event/df2204/circles/146522,제 18회 디페스타,day1
패군의 검협,semo,M10b,1sp,화산귀환,,,"장일소, 청명",,"로맨틱,섹슈얼",,소설,https://dongne.co/event/df2204/circles/144361,제 18회 디페스타,day1
펑크강도단♥,"★,핍스",K9,2sp,죠죠의 기묘한 모험,,,죠죠,X,해당없음,,"일러스트,기타",https://dongne.co/event/df2204/circles/145990,제 18회 디페스타,day1
평생 현윶해,반디,M1b,1sp,내가 키운 s급들,,,성현제,,섹슈얼,,만화,https://dongne.co/event/df2204/circles/146866,제 18회 디페스타,day1
포타 밖을 나온 겁 없는 문어,"우루루슬라,J9",M16a,1sp,데뷔 못하면 죽는 병 걸림,,,"신청려, 박문대",,"로맨틱,섹슈얼","모브문대, 문대른",소설,https://dongne.co/event/df2204/circles/147723,제 18회 디페스타,day1
폿,폿포푸,H16b,1sp,주술회전,,갑작스럽지만 여러분은 이타른에 대해 아십니까?,,X이타도리 유지,,,,https://dongne.co/event/df2204/circles/145646,제 18회 디페스타,day1
푸딩아라모드,마들렌,M15,2sp,데못죽,,,청려 ,청려 X문대 ,"섹슈얼,로맨틱",,소설,https://dongne.co/event/df2204/circles/147201,제 18회 디페스타,day1
프리스트라이커의 3스킬,서소현,J1b,1sp,로드 오브 히어로즈,,,,,,,"만화,공예,기타",https://dongne.co/event/df2204/circles/147865,제 18회 디페스타,day1
하기노러브,하기,G16,2sp,,,,,,,,만화,https://dongne.co/event/df2204/circles/146437,제 18회 디페스타,day1
하눌ae심해,심해,M17b,1sp,데뷔 못하면 죽는 병 걸림,,,,,해당없음,,"만화,일러스트",https://dongne.co/event/df2204/circles/146926,제 18회 디페스타,day1
하늘고양이 시엘로,시엘로,G11a,1sp,,,,,X,,,공예,https://dongne.co/event/df2204/circles/146945,제 18회 디페스타,day1
하롱살롱&리진,리진,G6,4sp,,,,,,,,,https://dongne.co/event/df2204/circles/144933,제 18회 디페스타,day1
한계뒷산점,곰Gom,J6,2sp,sk8,에스케이에이트,,신도 아이노스케,하세가와 란가X캰 레키,"로맨틱,섹슈얼","신도 아이노스케x키쿠치 타다시, 란레키, 아이타다",만화,https://dongne.co/event/df2204/circles/144328,제 18회 디페스타,day1
한눈에 보는 세계사 : 카이리스부터 신라까지,사브레,L19,2sp,적국의 왕자로 사는 법,"문송안함,진혼기,어바등",,베른,베른X플란츠,로맨틱,,"소설,일러스트",https://dongne.co/event/df2204/circles/145449,제 18회 디페스타,day1
한유진이랑 한유현이 유현유진 하라고 했다,kimbooak7,L2,2sp,내가 키운 S급들,,"Home, sweet home","한유현, 한유진",한유현X한유진,"로맨틱,섹슈얼",,"소설,만화",https://dongne.co/event/df2204/circles/146172,제 18회 디페스타,day1
행복万의 道,쵸이,I10,2sp,도쿄 리벤저스,,,타케미치,사노 만지로X타케미치,해당없음,신이치로x타케미치,소설,https://dongne.co/event/df2204/circles/145737,제 18회 디페스타,day1
허위매물 빵세권!,콩빵,J22a,1sp,쿠키런 킹덤,,,마들렌 에스프레소,마들렌X에스프레소,로맨틱,,만화,https://dongne.co/event/df2204/circles/147943,제 18회 디페스타,day1
현생보다 덕생이 뜨거워,"종냠, 얘",L15,2sp,화산귀환,,,,,"로맨틱,섹슈얼",,"만화,기타",https://dongne.co/event/df2204/circles/145849,제 18회 디페스타,day1
호두과자,유용,L18b,1sp,적국의 왕자로 사는 법,,,베른 세크리티아,,로맨틱,,,https://dongne.co/event/df2204/circles/146515,제 18회 디페스타,day1
호밀빵의밀수꾼,호밀,H9,2sp,1차 창작,,,1차 오리지널,,"로맨틱,해당없음",,"만화,일러스트",https://dongne.co/event/df2204/circles/146082,제 18회 디페스타,day1
호얀스튜디오,호얀,G25,2sp,,,,,,,,"일러스트,기타",https://dongne.co/event/df2204/circles/145802,제 18회 디페스타,day1
호클리 호키 호,호키버드,J1a,1sp,로드 오브 히어로즈,티알피지 리플레이북 배포,,미하일 블레이크,미하일 블레이크X남로드 ,"로맨틱,섹슈얼","크롬자이, 요한로드, ..몰라",소설,https://dongne.co/event/df2204/circles/147521,제 18회 디페스타,day1
호형호여보,해다,L3a,1sp,내가 키운 S급들,,"Home, sweet home","한유현, 한유진",한유현X한유진,"섹슈얼,로맨틱",,"소설,만화",https://dongne.co/event/df2204/circles/146153,제 18회 디페스타,day1
회심의 입심,ㅇㅇ,J14b,1sp,MIU404,,,"이부키 아이, 시마 카즈미",이부키 아이X시마 카즈미,"로맨틱,섹슈얼",,"소설,공예",https://dongne.co/event/df2204/circles/145499,제 18회 디페스타,day1
회전사제 앤솔로지 : LESSON O,GaeDock,K12,2sp,죠죠의 기묘한 모험 7부 스틸볼런,,,"죠니 죠스타, 쟈이로 체펠리 (리버시블, 상대고정)",쟈이로체펠리X죠니죠스타,해당없음,,"만화,일러스트,소설,공예",https://dongne.co/event/df2204/circles/145687,제 18회 디페스타,day1
흙 속의 인디고&호박씨,인디고,G1,2sp,"도자기 미니어처, 오비츠 의상","도자기 미니어처, 한지공예품, 오비츠 의상",,,,해당없음,,"공예,조형",https://dongne.co/event/df2204/circles/145489,제 18회 디페스타,day1
흰나비가 나는 숲,가온뉘,J13b,1sp,MIU404,"괴수를 위한 시간, 포켓몬스터:소드&실드, 백작가의 망나니가 되었다",,,,로맨틱,,소설,https://dongne.co/event/df2204/circles/146290,제 18회 디페스타,day1
19살이 너무해!,19살연하공,B4b,1sp,에리오스 라이징 히어로즈,,,,,로맨틱,"빌리그레, 페이디노, 마리가스",만화,https://dongne.co/event/game03/circles/143540,제 3회 오락관,day2
2022년에 페르소나 파기,윳,C14a,1sp,페르소나 시리즈,,,,,,,,https://dongne.co/event/game03/circles/143465,제 3회 오락관,day2
2인분 코퀴토스,"자고새, 이비",C20,2sp,세포신곡,,,"아토 하루키, 우츠기 노리유키, 이소이 사네미츠",,"로맨틱,섹슈얼",,"만화,소설",https://dongne.co/event/game03/circles/141692,제 3회 오락관,day2
4근1힐,청류,B7,2sp,사이퍼즈,,,,바레X데샹,섹슈얼,클리브제이 ,,https://dongne.co/event/game03/circles/104452,제 3회 오락관,day2
4컷전선부스,아닌겨,B12,2sp,소녀전선,,,,,,,만화,https://dongne.co/event/game03/circles/108011,제 3회 오락관,day2
9월 30일,9월 30일,F1b,1sp,뉴단간론파V3,,,"오마 코키치, 사이하라 슈이치",오마 코키치X사이하라 슈이치,"로맨틱,섹슈얼",,,https://dongne.co/event/game03/circles/108212,제 3회 오락관,day2
ALWAYS BESIDE,빵도리,A20,2sp,,,,,,,,,https://dongne.co/event/game03/circles/115149,제 3회 오락관,day2
AMIX,미르,E14a,1sp,로드 오브 히어로즈,영원한7일의도시,,요한,로드X요한,로맨틱,,만화,https://dongne.co/event/game03/circles/103618,제 3회 오락관,day2
Blue monday,크뭉,C4a,1sp,페이트 그랜드오더,,,로마니 아키만,마리스빌리 아니무스피어X로마니 아키만,해당없음,,만화,https://dongne.co/event/game03/circles/149412,제 3회 오락관,day2
Cafe Aporia,아오자이조장,F16,2sp,창작 비주얼 노벨,관련 굿즈,,,X,해당없음,,"소설,게임",https://dongne.co/event/game03/circles/141764,제 3회 오락관,day2
COLOR ROTATION,MEEMA,D17,2sp,라이브러리오브루이나 로보토미코퍼레이션  ,파이널판타지14,,헤세드,헤세드X게부라,"섹슈얼,로맨틱",,만화,https://dongne.co/event/game03/circles/105208,제 3회 오락관,day2
COSMOS,VNI,B17a,1sp,마비노기,,,"케흘렌, 마르에드",케흘렌X마르에드,로맨틱,,만화,https://dongne.co/event/game03/circles/144793,제 3회 오락관,day2
Couvee,한강물,C8a,1sp,파이어엠블렘 풍화설월,,,마누엘라 카자그란다,페르디난트X마누엘라,"섹슈얼,로맨틱",,소설,https://dongne.co/event/game03/circles/147988,제 3회 오락관,day2
dance with devil,김철수,C19b,1sp,진여신전생3 녹턴 매니악스,파이어 엠블렘 풍화설월,,"단테,인수라,픽시,펠릭스,실뱅",단테X인수라,로맨틱,"인수라←픽시,펠릭스X실뱅",만화,https://dongne.co/event/game03/circles/106328,제 3회 오락관,day2
Fitting Room,쓩늉,F20a,1sp,세포신곡...,,,,,해당없음,,"일러스트,만화,기타",https://dongne.co/event/game03/circles/110837,제 3회 오락관,day2
Go west,돼지불백,B5b,1sp,에리오스 라이징 히어로즈,,,에리오스 캐릭터,,,,만화,https://dongne.co/event/game03/circles/148576,제 3회 오락관,day2
halogen,F,F20b,1sp,회색도시2,,,"유상일, 올캐러",,,,"만화,일러스트",https://dongne.co/event/game03/circles/144174,제 3회 오락관,day2
Jailgrouncer,아리스시리아,D22a,1sp,길티기어,페이트,,,X,,,만화,https://dongne.co/event/game03/circles/143328,제 3회 오락관,day2
KUMONE,쿠모,A11b,1sp,버디미션 본드,,버디버디 ~사람과 사람을 잇는 본드~ 2회,,아론X루크,"로맨틱,섹슈얼",,만화,https://dongne.co/event/game03/circles/144438,제 3회 오락관,day2
mero,mero,A21b,1sp,,,,,,,,일러스트,https://dongne.co/event/game03/circles/104514,제 3회 오락관,day2
NINE,91,F7b,1sp,로드 오브 히어로즈,,,"요한, 로드",요한X로드,"로맨틱,섹슈얼",,소설,https://dongne.co/event/game03/circles/106480,제 3회 오락관,day2
NO EYE DEER,離脱、Hizurida,E4,2sp,"제5인격, 파이널판타지 14","하데스, 역전재판, 슈퍼 단간론파2",,,,,,"일러스트,기타,만화,공예",https://dongne.co/event/game03/circles/147777,제 3회 오락관,day2
No.1 Party!,벤더,B13b,1sp,뱅드림! 걸즈 밴드 파티!,"엘소드, 마법사의 약속, 쿠키런, 프로젝트 세카이, 세포신곡",,,도미네이터X마스터마인드,해당없음,,일러스트,https://dongne.co/event/game03/circles/107025,제 3회 오락관,day2
ONSET,사비크,E20,2sp,파판14,,,,,,,,https://dongne.co/event/game03/circles/103593,제 3회 오락관,day2
orangepeel,라지엘,D1b,1sp,마법사의 약속,,,"카인 나이트레이, 오웬",카인X오웬,로맨틱,,만화,https://dongne.co/event/game03/circles/145720,제 3회 오락관,day2
PS Vita 부흥위원회,불역파,C13b,1sp,페르소나3,,,올캐러,아라가키 신지로X햄코,로맨틱,"3주x아이기스, 이오리 준페이x요시노 치도리, 타케바 유카리x키리조 미츠루","일러스트,만화,기타",https://dongne.co/event/game03/circles/142586,제 3회 오락관,day2
SAND LAKE,새벽네시,D19,2sp,록맨,,,,파이레츠맨X킹,섹슈얼,,"만화,소설,일러스트",https://dongne.co/event/game03/circles/112739,제 3회 오락관,day2
silverforest,은림,F17a,1sp,,,,,,,,,https://dongne.co/event/game03/circles/145131,제 3회 오락관,day2
The whole self ,모록,A21a,1sp,섬의 궤적,,,린 슈바르처,,로맨틱,,소설,https://dongne.co/event/game03/circles/103623,제 3회 오락관,day2
to return,미도,F21b,1sp,베리드 스타즈,,,"이규혁, 한도윤",,"로맨틱,섹슈얼",규혁도윤,소설,https://dongne.co/event/game03/circles/110718,제 3회 오락관,day2
Under the Sea,레밤,E15,2sp,로드 오브 히어로즈,,,미하일 블레이크,미하일X크롬,로맨틱,,만화,https://dongne.co/event/game03/circles/148424,제 3회 오락관,day2
[상시 무료배포] 품목: 신의 사랑,아단,C21,2sp,세포신곡(Cell of Empireo),,,요우니나/호스트조/백장미조,쟈부치 요우X야나기 니나,로맨틱,백장미조,"만화,기타",https://dongne.co/event/game03/circles/141849,제 3회 오락관,day2
[의욕:대성공] 나버린 부스,아델킴,B22,2sp,디스코 엘리시움,,,"해리 드 부아, 킴 키츠라기",해리X킴,로맨틱,,"소설,기타,만화",https://dongne.co/event/game03/circles/141781,제 3회 오락관,day2
昆蟲箱子 :: Insect Box,사나이,A14,2sp,버디미션BOND,영원한7일의도시,버디버디 ~사람과 사람을 잇는 본드~ 2회,,,,,만화,https://dongne.co/event/game03/circles/110206,제 3회 오락관,day2
가르그마크 텃밭,sr,C17b,1sp,파이어엠블렘 풍화설월,,,벨레스 디미트리,,"로맨틱,섹슈얼",디미레스,"만화,일러스트,소설",https://dongne.co/event/game03/circles/109440,제 3회 오락관,day2
가보자고,얄루,A10b,1sp,버디미션 BOND,,버디버디 ~사람과 사람을 잇는 본드~ 2회,,,,,,https://dongne.co/event/game03/circles/143937,제 3회 오락관,day2
가짜라이벌단속반에서나왔습니다,도현,D9,2sp,포켓몬스터 소드.실드,,,"단델, 금랑",단델X금랑,로맨틱,,소설,https://dongne.co/event/game03/circles/143581,제 3회 오락관,day2
간편하게 호로록 회색도시,김서린,F4a,1sp,회색도시2,,,"정은창, 강재인",정은창X강재인,섹슈얼,,만화,https://dongne.co/event/game03/circles/145442,제 3회 오락관,day2
감시기지,ㅇㅅㅇ,F5a,1sp,오버워치,,,,레예스X맥크리,"섹슈얼,로맨틱",올캐러,"소설,일러스트",https://dongne.co/event/game03/circles/109519,제 3회 오락관,day2
강쥐테라피,드리,A10a,1sp,버디미션본드,,버디버디 ~사람과 사람을 잇는 본드~ 2회,루크 윌리엄스,아론X루크,,,,https://dongne.co/event/game03/circles/143940,제 3회 오락관,day2
거다이족쇄,에탁,D8,2sp,포켓몬스터 소드 실드,,,"단델, 금랑",단델X금랑,"섹슈얼,로맨틱",,"만화,소설",https://dongne.co/event/game03/circles/107786,제 3회 오락관,day2
관상식물,깊고깊은,A9,2sp,버디미션본드,베리드 스타즈,버디버디 ~사람과 사람을 잇는 본드~ 2회,"아론, 루크, 이규혁, 한도윤",아론X루크,로맨틱,규혁도윤,소설,https://dongne.co/event/game03/circles/143193,제 3회 오락관,day2
괴터데메룽(닫힘),개롱이,C4b,1sp,페이트 그랜드 오더,,,,신챠X셜록홈즈,"섹슈얼,로맨틱",,"만화,일러스트",https://dongne.co/event/game03/circles/105248,제 3회 오락관,day2
교부님의 그것은 큰가요? 후훗 염주말이에요,망상,A22b,1sp,전국바사라,,,,,,,,https://dongne.co/event/game03/circles/109453,제 3회 오락관,day2
궁병극좌,크림빵,C3,2sp,페이트,,,"5차 아처, 에미야 시로",5차 아처X에미야 시로,"섹슈얼,로맨틱","궁사, 궁창","만화,소설",https://dongne.co/event/game03/circles/106262,제 3회 오락관,day2
그런 안일한 마음으로 나블하는거니,망고도도,B16,2sp,엘소드,,,"엘소드, 아인",엘소드X아인,로맨틱,,"만화,기타",https://dongne.co/event/game03/circles/105172,제 3회 오락관,day2
까마귀 둥지,오운,F12,2sp,"로드오브히어로즈, 파이널판타지14",1차,,"에메트셀크, 수정공",,해당없음,,공예,https://dongne.co/event/game03/circles/103614,제 3회 오락관,day2
까마귀와 왕님은 사귀고있나요?,HSFS,B21b,1sp,다크소울,다키스트 던전,,"키아란,아르토리우스",,,,"일러스트,만화",https://dongne.co/event/game03/circles/143559,제 3회 오락관,day2
네크로맨틱 티파티,"네크로맨서, 호로롭",B19,2sp,세포신곡,,,,,,,"소설,만화,일러스트",https://dongne.co/event/game03/circles/148231,제 3회 오락관,day2
다람쥐 귀여워,도치,A19a,1sp,동물의숲(모동숲),"마비노기, 포켓몬스터",,,,,,"공예,조형,기타",https://dongne.co/event/game03/circles/142190,제 3회 오락관,day2
다올,다올,F15a,1sp,파이널판타지14,,,,,,,"게임,공예",https://dongne.co/event/game03/circles/144045,제 3회 오락관,day2
단어혼용방지위원회,순자,A8,2sp,버디미션 BOND,,버디버디 ~사람과 사람을 잇는 본드~ 2회,루크 윌리엄스,,섹슈얼,,소설,https://dongne.co/event/game03/circles/143195,제 3회 오락관,day2
대타출동,녹녹,F19,2sp,"포켓몬스터 소드&실드, 파이널판타지14",,,,,,,"만화,일러스트",https://dongne.co/event/game03/circles/104609,제 3회 오락관,day2
더블E,무라이,A18a,1sp,슈퍼로봇대전OG시리즈,,,쿠스하 제오라 ,브릿트X쿠스하,"로맨틱,섹슈얼",아라드x제오라,만화,https://dongne.co/event/game03/circles/103584,제 3회 오락관,day2
도깨비상점,골든램지,D15,2sp,"라이브러리 오브 루이나, 베리드 스타즈, 앙상블 스타즈",,,,,,,"만화,일러스트",https://dongne.co/event/game03/circles/149215,제 3회 오락관,day2
도레미루레파시도,"YEM, 전과자",D2,2sp,마법사의 약속,,,,미스라X루틸,"로맨틱,섹슈얼",레녹스x파우스트,"만화,일러스트,기타",https://dongne.co/event/game03/circles/147414,제 3회 오락관,day2
도리도리랜드,도리도리,B8,2sp,그랜드체이스,리그오브레전드,,,,,,"만화,일러스트",https://dongne.co/event/game03/circles/142578,제 3회 오락관,day2
도스임시서클명,준,B3b,1sp,몬스터헌터 xx,,,,,해당없음,,만화,https://dongne.co/event/game03/circles/143927,제 3회 오락관,day2
도시에 사람 있어요 [정상영업 중],아브크,F24,2sp,회색도시 2,,,"정은창, 권현석",권현석X정은창,"로맨틱,섹슈얼",,소설,https://dongne.co/event/game03/circles/144276,제 3회 오락관,day2
동백나무의 가지,"쿠로센, 심해",D14,2sp,라이브러리 오브 루이나 ,"림버스 컴퍼니, 로드 오브 히어로즈 ",,,,,,"공예,기타,일러스트",https://dongne.co/event/game03/circles/141559,제 3회 오락관,day2
뒹굴뒹굴,돕돕돕,F6,2sp,DC코믹스,"오버워치, 롤",,배트맨,,해당없음,,일러스트,https://dongne.co/event/game03/circles/144502,제 3회 오락관,day2
드래곤 길들이기,도마뱀,D11,2sp,포켓몬스터 소드실드,,,금랑,,로맨틱,호브우리,만화,https://dongne.co/event/game03/circles/104536,제 3회 오락관,day2
디스코한무언가,해인,B23a,1sp,디스코엘리시움,젤다의 전설 야생의 숨결,,"해리 드부아, 킴 키츠라기",,"해당없음,로맨틱",,기타,https://dongne.co/event/game03/circles/142006,제 3회 오락관,day2
딸기공장,슈님,D3b,1sp,마법사의 약속,파이어엠블렘풍화설월,,루틸,,로맨틱,,만화,https://dongne.co/event/game03/circles/107152,제 3회 오락관,day2
랑야각 연합 오세요,청설모로드,E12,2sp,로드 오브 히어로즈,앙상블 스타즈,,,,,,게임,https://dongne.co/event/game03/circles/144519,제 3회 오락관,day2
레몬벨벳,초코호시,F11,2sp,꽃의 새벽,,,,,,,"음반,일러스트,기타",https://dongne.co/event/game03/circles/147627,제 3회 오락관,day2
렛츠 가락,SUMNI,D21,2sp,길티기어,,,,,해당없음,,만화,https://dongne.co/event/game03/circles/143847,제 3회 오락관,day2
로드의전설,얄롤리,A5,2sp,"젤다의전설, 로드오브히어로즈",,,,,,,,https://dongne.co/event/game03/circles/103984,제 3회 오락관,day2
마감도 롹이다,긍,A22a,1sp,아르고나비스,,,,,로맨틱,,소설,https://dongne.co/event/game03/circles/147757,제 3회 오락관,day2
마남파격세일,"B, 친정어머님",D24,2sp,마법사의 약속,,,,카인X오웬,,미스라X루틸,"만화,일러스트",https://dongne.co/event/game03/circles/148797,제 3회 오락관,day2
마스크 끼고 푸드덕,훈새,F23a,1sp,베리드 스타즈,,,"이규혁, 한도윤",이규혁X한도윤,"로맨틱,섹슈얼",,"만화,일러스트",https://dongne.co/event/game03/circles/110835,제 3회 오락관,day2
마이너의 끝,JOPOK,B23b,1sp,샹치,어쌔신 크리드,,"웬우, 헤이담",레피X웬우,"섹슈얼,로맨틱",웬우른,소설,https://dongne.co/event/game03/circles/107575,제 3회 오락관,day2
맛있는 강정,도화,F23b,1sp,회색도시2,테일즈위버,,강재인,강재인X정은창,로맨틱,,만화,https://dongne.co/event/game03/circles/141348,제 3회 오락관,day2
먹고구름,R,B18,2sp,쿠키런 킹덤,"쿠키런 오븐브레이크,마비노기 ,LoL",,,,,,일러스트,https://dongne.co/event/game03/circles/144670,제 3회 오락관,day2
메달리는 내내,내내,F10,2sp,"로드 오브 히어로즈, 파이널 판타지","동물의 숲, 쿠키런",,,,"로맨틱,섹슈얼",,"일러스트,만화,기타",https://dongne.co/event/game03/circles/142480,제 3회 오락관,day2
면죄도 동인도 되다 말았습니다.,이데아,E1,2sp,파이널판타지14,,,에메트셀크,휘틀로다이우스X에메트셀크,"로맨틱,섹슈얼",고대인,"소설,기타,일러스트",https://dongne.co/event/game03/circles/104541,제 3회 오락관,day2
