token,count,example_cell
프리즘스톤,1,"프리즘스톤,포켓몬스터"
페르소나5로얄,1,페르소나5로얄
할로우나이트 실크송,1,할로우나이트 실크송
아머드코어 포앤서,1,아머드코어 포앤서
데스티니 가디언즈,1,"오버워치,데스티니 가디언즈"
사우스 파크: 프랙처드 벗 홀,1,"그랜드 체이스,사우스 파크: 프랙처드 벗 홀"
DMC,1,데빌 메이 크라이(DMC)
연운십육성,1,연운십육성
아머드코어 라스트레이븐,1,아머드코어 라스트레이븐
dmmd,1,"오오에,dmmd"
페르소나 5 더 로열,1,페르소나 5 더 로열
페르소나4 피어앤헝거2,1,페르소나4 피어앤헝거2
길티기어 파판14,1,길티기어 파판14
드래곤 에이지2,1,드래곤 에이지2
블러드본,1,"오버워치,가쿠마스,블러드본"
보이스1,1,"파이어엠블렘 풍화설월,보이스1"
저지아이즈,1,저지아이즈
"베일가드,인퀴지션",1,"드래곤에이지(베일가드,인퀴지션)"
세븐나이츠,1,세븐나이츠
(쯔꾸르게임)ib,1,"(쯔꾸르게임)ib,살육의 천사,피학의 노엘"
살육의 천사,1,"(쯔꾸르게임)ib,살육의 천사,피학의 노엘"
피학의 노엘,1,"(쯔꾸르게임)ib,살육의 천사,피학의 노엘"
오오엥,1,"아이돌리쉬세븐,오오엥"
탑꾸 탑로더,1,탑꾸 탑로더
아이돌랜드 프리파라,1,아이돌랜드 프리파라
초심돌,1,"데못죽,초심돌"
아이엠스타/프리티시리즈,1,아이엠스타/프리티시리즈
데뷔 못하면 죽는병,1,데뷔 못하면 죽는병
오드 디마퓨 레라 킹프리 프리파라,1,프리티 시리즈(오드 디마퓨 레라 킹프리 프리파라)
아이돌리쉬 세븐 아이나나,1,아이돌리쉬 세븐 아이나나
아이돌 마스터 밀리언 라이브!,1,아이돌 마스터 밀리언 라이브!
DC,1,"DC,바이오하자드"
자수 수공예품,1,자수 수공예품
해즈빈호텔&헬루바보스,1,해즈빈호텔&헬루바보스
페르소나 4 골든,1,"페르소나4 골든,페르소나 4 골든"
카드캡터사쿠라,1,"카드캡터사쿠라,히카루가 죽은 여름,오리지널(1차),캐릭캐릭체인지,달빛천사,너에게닿기를"
너에게닿기를,1,"카드캡터사쿠라,히카루가 죽은 여름,오리지널(1차),캐릭캐릭체인지,달빛천사,너에게닿기를"
원피스 ONEPIECE,1,원피스 ONEPIECE
유희왕 5D's,1,"유희왕,유희왕 5D's"
꿈빛파티시엘,1,꿈빛파티시엘
페이트 그랜드 오더(FGO)/기동전사 건담,1,페이트 그랜드 오더(FGO)/기동전사 건담
괴담출근 괴담에 떨어져도 출근을 해야하는구나,1,괴담출근 괴담에 떨어져도 출근을 해야하는구나
핸드메이드 인형,1,핸드메이드 인형
뜨개질 공예품,1,"수공예.,레진공예,뜨개질 공예품,탑로더"
trpg,1,trpg
럭키스타,1,럭키스타
망각소년,1,망각소년
마태인,1,마태인
유희왕 Zexal,1,유희왕 Zexal
<진혼기>,1,<진혼기>
내 무협 주인공이 나를 싫어한다,1,"내 무협 주인공이 나를 싫어한다,주나싫"
주나싫,1,"내 무협 주인공이 나를 싫어한다,주나싫"
헬루바보스/해즈빈호텔,1,헬루바보스/해즈빈호텔
위치즈 하트,1,위치즈 하트
지.-지구의운동에대하여-,1,"지.-지구의운동에대하여-,100미터."
re;quartz零度,1,re;quartz零度
팬스가 체인소맨 니케 캐릭캐릭체인지 캐캐체 포켓몬스터 마법소녀마도카마기카 던전밥,1,팬스가 체인소맨 니케 캐릭캐릭체인지 캐캐체 포켓몬스터 마법소녀마도카마기카 던전밥
지.-지구의 운동에 대하여-,1,"100M.,지.-지구의 운동에 대하여-"
트라이건 맥시멈/트라이건,1,트라이건 맥시멈/트라이건
연극성 회귀 생활,1,연극성 회귀 생활
스터레일,1,"붕괴: 스타레일,스터레일"
무대 히프노시스마이크 rule the stage,1,"무대 히프노시스마이크 rule the stage,히프노시스마이크"
페이트/스트레인지 페이크,1,"누카니발,페이트/스트레인지 페이크"
힘내라 나카무라군,1,힘내라 나카무라군
소년 점프작품,1,소년 점프작품
스티그마타,1,스티그마타
진여신전생,1,"페르소나 시리즈,진여신전생,메타포 리판타지오,니어: 오토마타,니어 레플리칸트"
니어: 오토마타,1,"페르소나 시리즈,진여신전생,메타포 리판타지오,니어: 오토마타,니어 레플리칸트"
솜인형 드레스,1,"핸드메이드 봉제인형,솜인형 드레스"
파이널 판타지 7,1,"룬의아이들,내가 키운 S급들,파이널 판타지 7"
헌드레드 라인 -최종방위학원-,1,"마왕의 고백,헌드레드 라인 -최종방위학원-"
이나이레,1,"이나즈마 일레븐,이나즈마일레븐,이나이레"
프야생,1,"프로야구생존기(프야생),위닝샷,슬램덩크"
SLAM DUNK,1,"SLAM DUNK(슬램덩크),THE FIRST SLAM DUNK"
(이나즈마)썬더일레븐,1,(이나즈마)썬더일레븐
GM,1,"GM,클로저이상용,프로야구생존기,GM시리즈,GM시리즈(최훈)"
클로저이상용,1,"GM,클로저이상용,프로야구생존기,GM시리즈,GM시리즈(최훈)"
최훈,1,"GM,클로저이상용,프로야구생존기,GM시리즈,GM시리즈(최훈)"
ひゃくえむ。,1,"100미터.,100미터.(ひゃくえむ。)"
다이아몬드에이스/겁쟁이페달,1,다이아몬드에이스/겁쟁이페달
아아실드21,1,아아실드21
이나즈마 일레븐 GO,1,이나즈마 일레븐 GO
머메이드 멜로디 피치피치핏치,1,"케이팝데몬헌터스,머메이드 멜로디 피치피치핏치,약사의 혼잣말"
더 화이팅,1,더 화이팅
SLAMDUNK,1,SLAMDUNK
세일러문,1,"이누야샤,세일러문,원피스"
월드 다이 스타,1,월드 다이 스타
우마무스메 PRETTY DERBY,1,"우마무스메 PRETTY DERBY,붕괴: 스타레일"
림버스 컴퍼니,1,"림버스 컴퍼니,아인"
아인,1,"림버스 컴퍼니,아인"
갓오브워 시리즈,1,갓오브워 시리즈 (게임)
게임,1,갓오브워 시리즈 (게임)
가정교사 히트맨 리본 가히리,1,"도리벤(도쿄리벤저스),가정교사 히트맨 리본 가히리"
작혼 : 리치마작,1,"젤다의 전설,작혼 : 리치마작"
요술봉키링,1,요술봉키링
한터헌터,1,한터헌터
사우스파크 메달리스트 던전밥,1,사우스파크 메달리스트 던전밥
[하늘연달],1,[하늘연달]
호요버스,1,호요버스
바람분댕,1,바람분댕
천추,1,"잔차품,슬램덩크,천추,군유질부,야요타야에야와디,야요타야아이야와디"
군유질부,1,"잔차품,슬램덩크,천추,군유질부,야요타야에야와디,야요타야아이야와디"
야요타야에야와디,1,"잔차품,슬램덩크,천추,군유질부,야요타야에야와디,야요타야아이야와디"
야요타야아이야와디,1,"잔차품,슬램덩크,천추,군유질부,야요타야에야와디,야요타야아이야와디"
<극락왕생>,1,<극락왕생>
신세기 에반게리온,1,"신세기 에반게리온,소닉 더 헤지혹 시리즈,포켓몬스터,페르소나 시리즈"
이니셜 D,1,이니셜 D
어메이징 디지털 서커스,1,"어메이징 디지털 서커스,디지털서커스"
광마회귀 드림,1,"광마회귀 드림,화산귀환 드림,히프노시스 마이크 드림,골든 카무이 드림"
화산귀환 드림,1,"광마회귀 드림,화산귀환 드림,히프노시스 마이크 드림,골든 카무이 드림"
히프노시스 마이크 드림,1,"광마회귀 드림,화산귀환 드림,히프노시스 마이크 드림,골든 카무이 드림"
골든 카무이 드림,1,"광마회귀 드림,화산귀환 드림,히프노시스 마이크 드림,골든 카무이 드림"
보컬로이드 등,1,보컬로이드 등
고스트바둑왕,1,"모브사이코100,고스트바둑왕(히카루의바둑),전독시"
히카루의바둑,1,"모브사이코100,고스트바둑왕(히카루의바둑),전독시"
니지산지 호시루베,1,"마법명가 차남으로 살아남는 법,니지산지 호시루베,유희왕,고서점가의 하시히메"
드림,1,"명일방주,드림,페이트 스트레인지 페이크"
병안본,1,"인사반파자구계통,이합화타적백묘사존,너희들은 변호됐다,병안본"
우우울트라C,1,"고서점가의 하시히메,우우울트라C"
기동전사 건담:역습의 샤아,1,"기동전사 건담,기동전사 건담:역습의 샤아,기동전사 건담 시리즈"
기동전사 건담 시리즈,1,"기동전사 건담,기동전사 건담:역습의 샤아,기동전사 건담 시리즈"
디지몬 어드벤쳐,1,디지몬 어드벤쳐
"유희왕 (DM,우마무스메 등",1,"유희왕 (DM,우마무스메 등"
아다치레이,1,"우마무스메,닌자보이 란타로,아다치레이"
캐캐체,1,"할로우나이트,세포신곡,캐릭캐릭체인지,캐캐체,프로젝트 세카이 컬러풀 스테이지 feat.하츠네미쿠,테일즈런너,미쿠,장송의프리렌"
주토피아,1,주토피아
월간순정 노자키군,1,월간순정 노자키군
소녀가극 레뷰 스타라이트,1,소녀가극 레뷰 스타라이트
급리,1,급리
베스타,1,"데스노트,베리드 스타즈(베스타),인사반파자구계통,호시노겐"
호시노겐,1,"데스노트,베리드 스타즈(베스타),인사반파자구계통,호시노겐"
아이카츠 아카데미,1,"아이카츠 스타즈,아이카츠 아카데미"
러브라이브! 시리즈,1,"러브라이브! 시리즈,러브라이브! 블루버드"
러브라이브! 블루버드,1,"러브라이브! 시리즈,러브라이브! 블루버드"
빨강머리 백설공주,1,빨강머리 백설공주
갓갓갓,1,"공조살,갓갓갓,아이카츠! (아이엠스타),명탐점 코난"
명탐점 코난,1,"공조살,갓갓갓,아이카츠! (아이엠스타),명탐점 코난"
ABYSSOS,1,ABYSSOS
창작디자인문구,1,"오리지널,창작디자인문구"
tiger&bunny,1,tiger&bunny
용자왕 가오가이가,1,용자왕 가오가이가
유희왕 고 러시!!,1,"유희왕 고러시!!,유희왕 고 러시!!"
케이팝 아이돌 몬스타엑스,1,케이팝 아이돌 몬스타엑스
SCP 재단,1,SCP 재단
히티드라이벌리,1,"DC코믹스,히티드라이벌리"
18트립,1,"18TRIP,18트립"
