개최일,부스 위치,자리수,대표작품,계정아이디,계정명,팔로워수,최상단트윗_알티,최상단트윗_마음,최상단트윗_노출수,최상단트윗_내용,multiple_ids
Day2,L6,2sp,데뷔 못하면 죽는 병 걸림,pooruem_DMJ,,,,,,,
Day2,L7,4sp,데뷔 못 하면 죽는 병 걸림,amibean,,,,,,,
Day2,L8,2sp,데뷔 못하면 죽는 병 걸림,yuuri_123,,,,,,,
Day2,L9a,1sp,데뷔못하면죽는병걸림,gongsa_04,,,,,,,
Day2,L9b,1sp,데뷔 못 하면 죽는 병 걸림,ggiyo_yogi,,,,,,,
Day2,N11,4sp,화산귀환,Marmal_0329,,,,,,,
Day2,N13,2sp,화산귀환,mocha5earlgrey,,,,,,,
Day2,N14,2sp,화산귀환,anteo_N,,,,,,,
Day2,N15,2sp,화산귀환,bakbak__2,,,,,,,
Day2,N16,2sp,화산귀환,ddo_watzi,,,,,,,
Day2,N17a,1sp,화산귀환,_cerealbox,,,,,,,
Day2,N17b,1sp,화산귀환,michyeotta2,,,,,,,
Day2,N18,2sp,화산귀환,sandoldob,,,,,,,
Day2,N2,2sp,화산귀환,ham_MXTX,,,,,,,
Day2,N20,2sp,화산귀환,hwasanhae,,,,,,,
Day2,N21a,1sp,화산귀환,seomseojumin,,,,,,,
Day2,N21b,1sp,화산귀환,,,,,,,,
Day2,N22,2sp,화산귀환,jongjadosa,,,,,,,
Day2,N23,2sp,화산귀환,gangja_2cha,,,,,,,
Day2,N3,2sp,화산귀환 ,HSGH_Cndi,,,,,,,
Day2,N5,4sp,화산귀환,HS_DDAE,,,,,,,
Day2,N6,4sp,화산귀환,sagal_hwa,,,,,,,
Day2,N7,2sp,화산귀환,,,,,,,,
Day2,N9,4sp,화산귀환,,,,,,,,
Day2,O1,4sp,천마돌,hwasanBlossom,,,,,,,
Day2,O10,2sp,화산귀환,hina_panso,,,,,,,
Day2,O11,2sp,화산귀환,agiggonmu,,,,,,,
Day2,O12,2sp,화산귀환,jahaehwasan,,,,,,,
Day2,O13,2sp,"화산귀환, 진혼기",ddeack14,,,,,,,
Day2,O14,2sp,화산귀환,h0ozzzzi,,,,,,,
Day2,O15,2sp,화산귀환,plum_7896,,,,,,,
Day2,O16,2sp,화산귀환,floweriver95,,,,,,,
Day2,O18,2sp,화산귀환,,,,,,,,
Day2,O20,2sp,화산귀환,rabbit_ryang,,,,,,,
Day2,O22,2sp,화산귀환,qakmuscari,,,,,,,
Day2,O23,2sp,화산귀환,Baloo737582,,,,,,,
Day2,O2a,1sp,화산귀환,hwasan_mint_,,,,,,,
Day2,O2b,1sp,화산귀환,Do_ri_4238,,,,,,,
Day2,O4,4sp,화산귀환,blossnowing,,,,,,,
Day2,O5,2sp,화산귀환,Erun_hg,,,,,,,
Day2,O6,4sp,화산귀환,dpthf_501,,,,,,,
Day2,O7,2sp,"터닝, 화산귀환, 내가키운S급들, 패션",nokhwang_read,,,,,,,
Day2,O8a,1sp,화산귀환,185cm_158cm,,,,,,,
Day2,O8b,1sp,화산귀환,Zzrdla,,,,,,,
Day2,P1,4sp,화산귀환,2_p_r_c,,,,,,,
Day2,P10,2sp,화산귀환,slkk_h,,,,,,,
Day2,P11,2sp,화산귀환,gsjajwhha,,,,,,,
Day2,P12,2sp,,,,,,,,,
Day2,P13,2sp,화산귀환,nazami_art,,,,,,,
Day2,P14a,1sp,,,,,,,,,
Day2,P15,2sp,화산귀환,gyulgyul_1010,,,,,,,
Day2,P19,2sp,화산귀환,byeokrang,,,,,,,
Day2,P2,2sp,화산귀환,hzmlg_,,,,,,,
Day2,P20,4sp,화산귀환,soyel_OD,,,,,,,
Day2,P22,2sp,화산귀환,Dawn_light____,,,,,,,
Day2,P23,2sp,화산귀환,hwa_jinjin,,,,,,,
Day2,P3a,1sp,화산귀환,yojuuuuuuu,,,,,,,
Day2,P3b,1sp,화산귀환,Oo_goong,,,,,,,
Day2,P4,2sp,화산귀환,00g_00g,,,,,,,
Day2,P5,2sp,화산귀환,,,,,,,,
Day2,P6,2sp,화산귀환,shinsehee_,,,,,,,
Day2,P7,2sp,화산귀환,jikajikabi,,,,,,,
Day2,P8,2sp,,,,,,,,,
Day2,P9,2sp,화산귀환,gimhwadeog2723,,,,,,,
Day2,Q1,4sp,화산귀환,YONAR_CHAN,,,,,,,
Day2,Q10,4sp,화산귀환,shrimp_tem_ooo,,,,,,,
Day2,Q11,2sp,"화산귀환, 이합화타적백묘사존",ch_monkey_19,,,,,,,
Day2,Q12a,1sp,화산귀환,cookie_1017_,,,,,,,
Day2,Q12b,1sp,화산귀환,bibi_lyb,,,,,,,
Day2,Q13,2sp,화산귀환,Say5andhit6,,,,,,,
Day2,Q14,2sp,화산귀환,sojang_o,,,,,,,
Day2,Q15,2sp,화산귀환,vol__cano,,,,,,,
Day2,Q16a,1sp,화산귀환,winter_981215,,,,,,,
Day2,Q16b,1sp,화산귀환,LovelyMix_,,,,,,,
Day2,Q17,2sp,화산귀환,Chail_12,,,,,,,
Day2,Q19,2sp,화산귀환,cm_ackgae,,,,,,,
Day2,Q2,2sp,화산귀환,daisk_ghkrnl,,,,,,,
Day2,Q20a,1sp,화산귀환,Esak_5d6q,,,,,,,
Day2,Q20b,1sp,화산귀환,C_C_K_O,,,,,,,
Day2,Q21,2sp,화산귀환,qawsedcici,,,,,,,
Day2,Q22,2sp,화산귀환,LaZ_Pi2,,,,,,,
Day2,Q23,2sp,화산귀환,chungjabaelove,,,,,,,
Day2,Q3a,1sp,화산귀환,zihong409,,,,,,,
Day2,Q3b,1sp,화산귀환,soyu4232,,,,,,,
Day2,Q4,2sp,화산귀환,fallin_nagyuk,,,,,,,
Day2,Q5,2sp,화산귀환,yellow_yello_w,,,,,,,
Day2,Q6,2sp,화산귀환,gamjachaeju,,,,,,,
Day2,Q8,2sp,화산귀환,amylaseGiraffe,,,,,,,
Day2,R11,2sp,화산귀환,4O4_missing,,,,,,,
Day2,R12,2sp,화산귀환,0510Practi,,,,,,,
Day2,R13a,1sp,화산귀환,e_ravi_e,,,,,,,
Day2,R13b,1sp,화산귀환,p_phew0612,,,,,,,
Day2,R14,2sp,화산귀환,ssnack_hsgh,,,,,,,
Day2,R15,4sp,화산귀환,lalahye_9779,,,,,,,
Day2,R17,2sp,화산귀환,min0826joo,,,,,,,
Day2,R18,2sp,화산귀환,succubus_dosa,,,,,,,
Day2,R19,2sp,화산귀환,,,,,,,,
Day2,R1a,4sp,화산귀환,salamsallyeo01,,,,,,,
Day2,R20,2sp,화산귀환,,,,,,,,
Day2,R21a,1sp,화산귀환,no_name__8_8,,,,,,,
Day2,R21b,1sp,화산귀환,,,,,,,,
Day2,R23,2sp,화산귀환,kiki03210506,,,,,,,
Day2,R3,4sp,화산귀환,BS_apricot,,,,,,,
Day2,R4a,1sp,화산귀환,LetsLllove,,,,,,,
Day2,R4b,1sp,화산귀환,water_lily73,,,,,,,
Day2,R5,2sp,화산귀환,Matsuru_0823,,,,,,,
Day2,R6,2sp,화산귀환,dn_blanked,,,,,,,
Day2,R7,2sp,화산귀환,VIUDAYOo,,,,,,,
Day2,R8a,1sp,화산귀환,truelovex91,,,,,,,
Day2,R8b,1sp,화산귀환,BBoJJaKKyu,,,,,,,
Day2,S1,2sp,화산귀환,,,,,,,,
Day2,S12,2sp,화산귀환,backjinsa,,,,,,,
Day2,S13,2sp,화산귀환,1000_doo,,,,,,,
Day2,S14,2sp,화산귀환,shjpt,,,,,,,
Day2,S16,4sp,화산귀환,hasan_samdea,,,,,,,
Day2,S19,2sp,화산귀환,ll235813,,,,,,,
Day2,S2,2sp,화산귀환,ID_nandato,,,,,,,
Day2,S20,2sp,화산귀환,h017ey,,,,,,,
Day2,S21,2sp,화산귀환,4000_dangga,,,,,,,
Day2,S22,2sp,화산귀환,sannhsn,,,,,,,
Day2,S23,2sp,화산귀환,,,,,,,,
Day2,S24,2sp,화산귀환,ingeoyeon,,,,,,,
Day2,S3,2sp,화산귀환,mildeull,,,,,,,
Day2,S4,2sp,화산귀환,gumoarchive,,,,,,,
Day2,S5,2sp,화산귀환,Som_myeol,,,,,,,
Day2,S6,2sp,화산귀환,Hesiya_MHua,,,,,,,
Day2,S7,4sp,화산귀환,3inseongho,,,,,,,
Day2,S8a,1sp,화산귀환,,,,,,,,
Day2,S8b,1sp,화산귀환,,,,,,,,
Day2,S9,2sp,화산귀환,wecanslae,,,,,,,
Day2,T1,2sp,화산귀환 ,dodukgyeong1023,,,,,,,
Day2,T19a,1sp,화산귀환,meangmyang__,,,,,,,
Day2,T19b,1sp,화산귀환,facjangtory,,,,,,,
Day2,T2,2sp,화산귀환,gimdongi1010,,,,,,,
Day2,T20,4sp,"화산귀환, 삼국지",inehana_,,,,,,,
Day2,T22,2sp,"화산귀환,데뷔못하면죽는병",Cpink0312,,,,,,,
Day2,T24,2sp,"화산귀환, 전지적 독자 시점",un253050,,,,,,,
Day2,T5,4sp,화산귀환,94_rainy,,,,,,,
Day2,T6,2sp,화산귀환,HoldonHwasan,,,,,,,
Day2,U10,2sp,화산귀환,E82pal,,,,,,,
Day2,U11,2sp,,,,,,,,,
Day2,U12,4sp,화산귀환,owl_hsgh,,,,,,,
Day2,U14,4sp,,,,,,,,,
Day2,U18,2sp,화산귀환,Dream_9uu,,,,,,,
Day2,U19a,1sp,화산귀환,RE_WildBeasts,,,,,,,
Day2,U19b,1sp,화산귀환,maehwanevergone,,,,,,,
Day2,U20,2sp,화산귀환,sweetblue1010,,,,,,,
Day2,U21,2sp,화산귀환,jam_hwgw,,,,,,,
Day2,U22,2sp,화산귀환,jukbab_4_I,,,,,,,
Day2,U23,2sp,화산귀환,hwangdo157,,,,,,,
Day2,U24,2sp,화산귀환,ghksxk9151,,,,,,,
Day2,U2a,1sp,화산귀환,gold__pearl_0u0,,,,,,,
Day2,U2b,1sp,화산귀환,rimammm0,,,,,,,
Day2,U3,2sp,화산귀환,myhappyend__,,,,,,,
Day2,U5,4sp,화산귀환,twi_bab,,,,,,,
Day2,U6,2sp,화산귀환,alchemist_for,,,,,,,
Day2,U7,2sp,화산귀환,Daisy27from,,,,,,,
Day2,U9,4sp,화산귀환,malhee_g,,,,,,,
Day2,V1,4sp,화산귀환,sinyoyon,,,,,,,
Day2,V10a,1sp,화산귀환,,,,,,,,
Day2,V10b,1sp,화산귀환,,,,,,,,
Day2,V11a,1sp,화산귀환,,,,,,,,
Day2,V12,2sp,화산귀환,4hwan_,,,,,,,
Day2,V13,2sp,화산귀환,tianxiajianxing,,,,,,,
Day2,V14,2sp,화산귀환,djgmddlekt,,,,,,,
Day2,V16a,1sp,화산귀환,KICKING_0,,,,,,,
Day2,V16b,1sp,화산귀환,maehuadangbo,,,,,,,
Day2,V17,2sp,화산귀환,kkyigong,,,,,,,
Day2,V19,2sp,어두운 바다의 등불이 되어,nok_k,,,,,,,
Day2,V20a,1sp,어두운 바다의 등불이 되어,kola02214,,,,,,,
Day2,V20b,1sp,어바등,mungmum,,,,,,,
Day2,V21,2sp,어두운바다의등불이되어(어바등),saltjing,,,,,,,
Day2,V22,2sp,어두운 바다의 등불이 되어,luvhunter_ad,,,,,,,
Day2,V23,2sp,어두운 바다의 등불이 되어,unanocheoscura_,,,,,,,
Day2,V2a,1sp,화산귀환,jei_j_p,,,,,,,
Day2,V2b,1sp,화산귀환,,,,,,,,
Day2,V3,2sp,화산귀환,Poison_Drinking,,,,,,,
Day2,V4a,1sp,화산귀환,mangoruruu,,,,,,,
Day2,V4b,1sp,광마회귀,cheongnyang,,,,,,,
Day2,V5,2sp,화산귀환,Tobby_new,,,,,,,
Day2,V6,2sp,화산귀환,gaemi_gigi,,,,,,,
Day2,V7,4sp,화산귀환,peach_hwasan,,,,,,,
Day2,V8a,1sp,화산귀환,,,,,,,,
Day2,V8b,1sp,화산귀환,,,,,,,,
Day2,V9,2sp,화산귀환,,,,,,,,
Day2,W10,2sp,화산귀환,papa_opa_o,,,,,,,
Day2,W11b,1sp,어두운 바다의 등불이 되어,D__modo,,,,,,,
Day2,W12,2sp,어두운 바다의 등불이 되어,le2dduck,,,,,,,
Day2,W13,2sp,"진혼기, 어두운 바다의 등불이 되어",frogbread1010,,,,,,,
Day2,W14a,1sp,,,,,,,,,
Day2,W16,2sp,진혼기,hl__206,,,,,,,
Day2,W17,2sp,진혼기,yang_seoli,,,,,,,
Day2,W18,2sp,진혼기,pwangsogye,,,,,,,
Day2,W19a,1sp,어두운 바다의 등불이 되어 ,Pl2CaPVrDE7a9CJ,,,,,,,
Day2,W19b,1sp,어두운 바다의 등불이 되어,,,,,,,,
Day2,W2,2sp,어두운 바다의 등불이 되어,SeoMok__,,,,,,,
Day2,W20,2sp,어두운바다의등불이되어,cheese_ec,,,,,,,
Day2,W21,2sp,어두운 바다의 등불이 되어,jamsubu1,,,,,,,
Day2,W22a,1sp,어두운 바다의 등불이 되어,netjjach,,,,,,,
Day2,W22b,1sp,어두운 바다의 등불이 되어,siu_tldn,,,,,,,
Day2,W23,2sp,어두운 바다의 등불이 되어,isilmoon,,,,,,,
Day2,W24,2sp,어두운 바다의 등불이 되어 ,book_ghks,,,,,,,
Day2,W3a,1sp,어두운 바다의 등불이 되어,gladjq,,,,,,,
Day2,W3b,1sp,어두운 바다의 등불이 되어,naro_akam,,,,,,,
Day2,W4,2sp,어두운 바다의 등불이 되어,under3km,,,,,,,
Day2,W5b,1sp,어두운 바다의 등불이 되어,sea_0328,,,,,,,
Day2,W6,2sp,어두운 바다의 등불이 되어,G_Deepblue,,,,,,,
Day2,W9,4sp,진혼기,PrilliaS2,,,,,,,
Day2,X1,2sp,진혼기,BC4790411,,,,,,,
Day2,X11a,1sp,진혼기,J072415,,,,,,,
Day2,X11b,1sp,진혼기,waong001,,,,,,,
Day2,X14b,1sp,진혼기,4k4k209,,,,,,,
Day2,X15,2sp,진혼기,,,,,,,,
Day2,X16a,1sp,진혼기,E____Su_J,,,,,,,
Day2,X19,2sp,마도조사,k_d_mdzs09,,,,,,,
Day2,X20,2sp,인사반파자구계통,,,,,,,,
Day2,X21,2sp,인사반파자구계통,,,,,,,,
Day2,X22,2sp,  이합화타적 백묘사존,,,,,,,,
Day2,X23,2sp,이합화타적백묘사존(2ha),onmyoji_anyu,,,,,,,
Day2,X24,2sp,진혼기,doryeot_silla,,,,,,,
Day2,X3a,1sp,어두운 바다의 등불이 되어,__hello_dear_06,,,,,,,
Day2,X3b,1sp,진혼기,senpasenlove,,,,,,,
Day2,X4a,1sp,"명급리, 문송안함, 어바등",,,,,,,,
Day2,X4b,1sp,어두운 바다의 등불이 되어,shimma_0531,,,,,,,
Day2,X5,2sp,어두운 바다의 등불이되어,sotb_U_U,,,,,,,
Day2,X6a,1sp,진혼기,youyouyouyour11,,,,,,,
Day2,X8,2sp,진혼기,persimmon613,,,,,,,
Day2,Y1,2sp,마도조사,cheeseandsalmon,,,,,,,
Day2,Y10,2sp,진혼기,tatta1888,,,,,,,
Day2,Y11,2sp,진혼기,B0NECURB,,,,,,,
Day2,Y12,2sp,진혼기,10n_nri,,,,,,,
Day2,Y13,2sp,,,,,,,,,
Day2,Y14,4sp,진혼기,jaseol_petit,,,,,,,
Day2,Y16,2sp,진혼기,i_iurtm,,,,,,,
Day2,Y18a,1sp,진혼기,young__mong,,,,,,,
Day2,Y18b,1sp,진혼기,byeokdolang,,,,,,,
Day2,Y19,2sp,천관사복,OrWith_,,,,,,,
Day2,Y20,2sp,천관사복,renconabductor,,,,,,,
Day2,Y21,2sp,천관사복,Lwc1Wp9,,,,,,,
Day2,Y22,2sp,천관사복,jung9401,,,,,,,
Day2,Y23,2sp,천관사복,HeySayJAMU,,,,,,,
Day2,Y24a,1sp,천관사복,4HeyHeyHey12,,,,,,,
Day2,Y24b,1sp,마도조사,akiranosouko,,,,,,,
Day2,Y3,2sp,마도조사,xia7438,,,,,,,
Day2,Y6,2sp,마도조사,,,,,,,,
Day2,Y7,2sp,진혼기,ARECA_palm_,,,,,,,
Day2,Y8a,1sp,진혼기,ththeks,,,,,,,
Day2,Y8b,1sp,진혼기,VANRy2d,,,,,,,
Day2,Z1,2sp,천관사복,2nd_sindo8,,,,,,,
Day2,Z19,2sp,천관사복,song_tgcf,,,,,,,
Day2,Z20,2sp,천관사복,,,,,,,,
Day2,Z21,2sp,천관사복,ducduck_030,,,,,,,
Day2,Z23,2sp,천관사복,Reum_E00,,,,,,,
Day2,Z24,2sp,,,,,,,,,
Day2,Z3,4sp,천관사복,Deulle_Mm,,,,,,,
Day2,Z4,2sp,천관사복,hong3___0,,,,,,,
Day2,Z5a,1sp,천관사복,ggang_gr,,,,,,,
Day2,Z5b,1sp,천관사복,3344_240,,,,,,,
Day2,Z6a,1sp,마도조사,Murai_ok,,,,,,,
Day2,Z6b,1sp,천관사복,_honnol,,,,,,,
Day1,A11,2sp,데뷔 못하면 죽는 병 걸림,TteSTAR_,,,,,,,TRUE
Day1,A11,2sp,데뷔 못하면 죽는 병 걸림,GGOGGAM_,,,,,,,TRUE
Day1,A19a,1sp,데못죽,qordjs__s,,,,,,,TRUE
Day1,A6,2sp,데못죽,dbu_4068,,,,,,,TRUE
Day1,A8,2sp,데뷔못하면죽는병걸림,hamtldn,,,,,,,TRUE
Day1,A8,2sp,데뷔못하면죽는병걸림,_Yuccot_,,,,,,,TRUE
Day1,B19,2sp,울트라맨 오브,polarbear0918,,,,,,,TRUE
Day1,B19,2sp,울트라맨 오브,nichiasa_paper,,,,,,,TRUE
Day1,C12,2sp,,chacha_beggar,,,,,,,TRUE
Day1,C4,2sp,오모리 ,yycckk33,,,,,,,TRUE
Day1,D13,2sp,"죠죠의 기묘한 모험, 헌터X헌터, 포켓몬",Suhoyongjungtea,,,,,,,TRUE
Day1,D13,2sp,"죠죠의 기묘한 모험, 헌터X헌터, 포켓몬",ArtoriaDaisuki,,,,,,,TRUE
Day1,D23,2sp,"페이트 그랜드오더, 히프노시스마이크",sellingssal,,,,,,,TRUE
Day1,D23,2sp,"페이트 그랜드오더, 히프노시스마이크",Samgwang__S2,,,,,,,TRUE
Day1,D23,2sp,"페이트 그랜드오더, 히프노시스마이크",F1_rst_Time,,,,,,,TRUE
Day1,D4,2sp,"니지산지, 엘소드",Sachyo_Detector,,,,,,,TRUE
Day1,D4,2sp,"니지산지, 엘소드",_W_i_n__,,,,,,,TRUE
Day1,E14,2sp,세포신곡,so_redbean,,,,,,,TRUE
Day1,E14,2sp,세포신곡,TL_GluvY02,,,,,,,TRUE
Day1,E23b,1sp,마법사의 약속,0000FF____,,,,,,,TRUE
Day1,E23b,1sp,마법사의 약속,gnomonica_,,,,,,,TRUE
Day1,E3,2sp,마법사의 약속 ,pasullli,,,,,,,TRUE
Day1,E3,2sp,마법사의 약속 ,mabooljae,,,,,,,TRUE
Day1,E3,2sp,마법사의 약속 ,lmlm_possideo,,,,,,,TRUE
Day1,E3,2sp,마법사의 약속 ,marrang_mhyk,,,,,,,TRUE
Day1,F16,2sp,"프로세카, 가비지타임",KOZaang,,,,,,,TRUE
Day1,F16,2sp,"프로세카, 가비지타임",O116peach,,,,,,,TRUE
Day1,F18,2sp,프세카,n5amo,,,,,,,TRUE
Day1,F18,2sp,프세카,annyong__hi,,,,,,,TRUE
Day1,G19,2sp,데못죽,2rabbits,,,,,,,TRUE
Day1,G9,4sp,1차 창작,Ma_Li_garden,,,,,,,TRUE
Day1,G9,4sp,1차 창작,piece0and,,,,,,,TRUE
Day1,H10,2sp,내가 키운 S급들,ideatami,,,,,,,TRUE
Day1,H17,2sp,플레이브 슬램덩크,googoo0731,,,,,,,TRUE
Day1,H17,2sp,플레이브 슬램덩크,BBoJJaKKyu,,,,,,,TRUE
Day1,I13,2sp,혈계전선,14bon9so649,,,,,,,TRUE
Day1,I13,2sp,혈계전선,_273dot15D_,,,,,,,TRUE
Day1,I13,2sp,혈계전선,A0415Koso,,,,,,,TRUE
Day1,I15,2sp,혈계전선,lee_p_bbb,,,,,,,TRUE
Day1,I15,2sp,혈계전선,sososo14789,,,,,,,TRUE
Day1,I16,2sp,"트라이건, 혈계전선",FIREPOK1,,,,,,,TRUE
Day1,I16,2sp,"트라이건, 혈계전선",gnyang27,,,,,,,TRUE
Day1,J1,2sp,트라이건 맥시멈,taco_v3,,,,,,,TRUE
Day1,J1,2sp,트라이건 맥시멈,birak27,,,,,,,TRUE
Day1,J16,2sp,"역전재판 시리즈: 역전재판 후기, 대역전재판, 역전검사",disciplexmentor,,,,,,,TRUE
Day1,J16,2sp,"역전재판 시리즈: 역전재판 후기, 대역전재판, 역전검사",Ged_the_aad,,,,,,,TRUE
Day1,J21,2sp,트라이건,A_S15771577,,,,,,,TRUE
Day1,J21,2sp,트라이건,hodogaza,,,,,,,TRUE
Day1,K10,2sp,트라이건,jina_vw,,,,,,,TRUE
Day1,K10,2sp,트라이건,poepeo,,,,,,,TRUE
Day1,K11,2sp,TRIGUN,tinetittaa0415,,,,,,,TRUE
Day1,K15,2sp,트라이건,negi_killer,,,,,,,TRUE
Day1,K15,2sp,트라이건,deockGae,,,,,,,TRUE
Day1,K15,2sp,트라이건,plml__,,,,,,,TRUE
Day1,K17,2sp,트라이건,0range_melon,,,,,,,TRUE
Day1,K17,2sp,트라이건,vaaa_vaa_va,,,,,,,TRUE
Day1,K22b,1sp,"명탐정 코난, 대역전재판",dld_dgs,,,,,,,TRUE
Day1,K22b,1sp,"명탐정 코난, 대역전재판",tgaa_danshi,,,,,,,TRUE
Day1,K22b,1sp,"명탐정 코난, 대역전재판",U_stery,,,,,,,TRUE
Day1,K22b,1sp,"명탐정 코난, 대역전재판",tttan_ng,,,,,,,TRUE
Day1,L11,2sp,"진혼기, 명급리, 백망되",haemsuglang,,,,,,,TRUE
Day1,L11,2sp,"진혼기, 명급리, 백망되",nrhmong,,,,,,,TRUE
Day1,L17,2sp,"반월당의 기묘한 이야기, 베리드스타즈, 앙상블스타즈, 카리스마",yuchae_82,,,,,,,TRUE
Day1,L17,2sp,"반월당의 기묘한 이야기, 베리드스타즈, 앙상블스타즈, 카리스마",musiruoomu,,,,,,,TRUE
Day1,L17,2sp,"반월당의 기묘한 이야기, 베리드스타즈, 앙상블스타즈, 카리스마",ugnon1126,,,,,,,TRUE
Day1,L19,2sp,"스플래툰, 반월당의 기묘한 이야기",H_MMANG,,,,,,,TRUE
Day1,L19,2sp,"스플래툰, 반월당의 기묘한 이야기",xsoxxnx,,,,,,,TRUE
Day1,L19,2sp,"스플래툰, 반월당의 기묘한 이야기",soqqqil,,,,,,,TRUE
Day1,L20,2sp,화산귀환,kununk030,,,,,,,TRUE
Day1,L20,2sp,화산귀환,mang_it1010,,,,,,,TRUE
Day1,L3,2sp,원피스,OFF_U__,,,,,,,TRUE
Day1,L3,2sp,원피스,vivivibbi,,,,,,,TRUE
Day1,M5,2sp,화산귀환 ,Mixacc_01,,,,,,,TRUE
Day1,M9,2sp,"무기미도, 화산귀환",sappazell,,,,,,,TRUE
Day1,M9,2sp,"무기미도, 화산귀환",slkk_h,,,,,,,TRUE
Day1,N1,2sp,슬램덩크,hells_usol,,,,,,,TRUE
Day1,N1,2sp,슬램덩크,semo_11x10,,,,,,,TRUE
Day1,N10,4sp,슬램덩크,sloth1205,,,,,,,TRUE
Day1,N10,4sp,슬램덩크,aaasti1397,,,,,,,TRUE
Day1,N10,4sp,슬램덩크,Asashijixxx,,,,,,,TRUE
Day1,N15,2sp,슬램덩크,endi_slam,,,,,,,TRUE
Day1,N15,2sp,슬램덩크,Nicknem__,,,,,,,TRUE
Day1,N17,2sp,슬램덩크,HRZN0DWN,,,,,,,TRUE
Day1,N17,2sp,슬램덩크,nongjun21,,,,,,,TRUE
Day1,N21,2sp,슬램덩크,odzp_ruhana,,,,,,,TRUE
Day1,N21,2sp,슬램덩크,2hrrr,,,,,,,TRUE
Day1,N22,2sp,슬램덩크,Underlash_0101,,,,,,,TRUE
Day1,N22,2sp,슬램덩크,15th_of_march,,,,,,,TRUE
Day1,N24a,1sp,슬램덩크,plsherlock,,,,,,,TRUE
Day1,N24a,1sp,슬램덩크,nongnolS2,,,,,,,TRUE
Day1,N2b,1sp,슬램덩크,rukahanaryomi,,,,,,,TRUE
Day1,N2b,1sp,슬램덩크,lovewayandu,,,,,,,TRUE
Day1,N3,2sp,슬램덩크,wvvo00,,,,,,,TRUE
Day1,N3,2sp,슬램덩크,jangtu1110,,,,,,,TRUE
Day1,N5,2sp,슬램덩크,omoknun_2,,,,,,,TRUE
Day1,N5,2sp,슬램덩크,1DUNK1,,,,,,,TRUE
Day1,N7,2sp,슬램덩크,forgiveme_im20,,,,,,,TRUE
Day1,N7,2sp,슬램덩크,SLDK0401,,,,,,,TRUE
Day1,N7,2sp,슬램덩크,minan_doshi,,,,,,,TRUE
Day1,N8,2sp,슬램덩크,shdqld23,,,,,,,TRUE
Day1,N8,2sp,슬램덩크,_deng2,,,,,,,TRUE
Day1,O24a,1sp,슬램덩크,br_0522,,,,,,,TRUE
Day1,O3,2sp,슬램덩크,karlin_123,,,,,,,TRUE
Day1,O4,2sp,"마블, 스어유, 신비한 동물사전, 슬램덩크, 드라마",4tleastoneforU,,,,,,,TRUE
Day1,O4,2sp,"마블, 스어유, 신비한 동물사전, 슬램덩크, 드라마",ryungsillust,,,,,,,TRUE
Day1,P16,2sp,슬램덩크,daepa_j,,,,,,,TRUE
Day1,P18,2sp,슬램덩크,chrs_1234567890,,,,,,,TRUE
Day1,P20,2sp,슬램덩크,doppdoppdopp,,,,,,,TRUE
Day1,P20,2sp,슬램덩크,kkoog_TT,,,,,,,TRUE
Day1,Q2,2sp,슬램덩크,mukheoba,,,,,,,TRUE
Day1,Q2,2sp,슬램덩크,iiiiiite1,,,,,,,TRUE
Day1,Q3,2sp,슬램덩크,714raranchurus,,,,,,,TRUE
Day1,Q3,2sp,슬램덩크,qkddma,,,,,,,TRUE
Day1,Q4,2sp,슬램덩크,hanamitto,,,,,,,TRUE
Day1,Q4,2sp,슬램덩크,AWoo_sd,,,,,,,TRUE
Day1,Q4,2sp,슬램덩크,ganadala_12,,,,,,,TRUE
Day1,R16,4sp,슬램덩크,Lykke_838,,,,,,,TRUE
Day1,R16,4sp,슬램덩크,bestcondition14,,,,,,,TRUE
Day1,R5,2sp,가비지타임,shdshfroll,,,,,,,TRUE
Day1,R5,2sp,가비지타임,GGGG_23X6,,,,,,,TRUE
Day1,S20,2sp,가비지타임,23Chaegeum6,,,,,,,TRUE
Day1,S20,2sp,가비지타임,193cmx187cm,,,,,,,TRUE
Day1,S20,2sp,가비지타임,deoss_101,,,,,,,TRUE
Day1,S24,2sp,가비지타임,sendheart_,,,,,,,TRUE
Day1,T1,2sp,가비지타임,23_0119,,,,,,,TRUE
Day1,T1,2sp,가비지타임,pikooooong,,,,,,,TRUE
Day1,T20a,1sp,가비지타임,gosariorbit,,,,,,,TRUE
Day1,T20a,1sp,가비지타임,hotclare0987,,,,,,,TRUE
Day1,T4,2sp,가비지타임,Heosa_2306,,,,,,,TRUE
Day1,T4,2sp,가비지타임,ggang8282,,,,,,,TRUE
Day1,T7,2sp,가비지타임,Gonggyul,,,,,,,TRUE
Day1,T7,2sp,가비지타임,Sstofgoak_,,,,,,,TRUE
Day1,U11,4sp,"가비지타임, 플레이브, 주술회전",youngoh0505,,,,,,,TRUE
Day1,U11,4sp,"가비지타임, 플레이브, 주술회전",mmmiaa__,,,,,,,TRUE
Day1,U12,2sp,가비지타임,domesangga,,,,,,,TRUE
Day1,U12,2sp,가비지타임,HRxck_,,,,,,,TRUE
Day1,U12,2sp,가비지타임,youdahxx,,,,,,,TRUE
Day1,U13,2sp,가비지타임,Dia_HIYO,,,,,,,TRUE
Day1,U13,2sp,가비지타임,CUonbank_,,,,,,,TRUE
